*r,rtscbin,sc_cat,value
TX_HOU,bin1,cap,1000
TX_HOU,bin2,cost,200
TX_HOU,bin2,cap,2000
TX_HOU,bin3,cost,2000
TX_HOU,bin3,cap,20000
TX_MISO,bin1,cost,65
TX_MISO,bin1,cap,1000
TX_MISO,bin2,cost,200
TX_MISO,bin2,cap,2000
TX_MISO,bin3,cost,2000
TX_MISO,bin3,cap,20000
ND_SPP,bin1,cost,65
ND_SPP,bin1,cap,1000
ND_SPP,bin2,cost,200
ND_SPP,bin2,cap,2000
ND_SPP,bin3,cost,2000
ND_SPP,bin3,cap,20000
ND_MISO,bin1,cost,65
ND_MISO,bin1,cap,1000
ND_MISO,bin2,cost,200
ND_MISO,bin2,cap,2000
ND_MISO,bin3,cost,2000
ND_MISO,bin3,cap,20000
SD,bin1,cost,65
SD,bin1,cap,1000
SD,bin2,cost,200
SD,bin2,cap,2000
SD,bin3,cost,2000
SD,bin3,cap,20000
NE,bin1,cost,65
NE,bin1,cap,1000
NE,bin2,cost,200
NE,bin2,cap,2000
NE,bin3,cost,2000
NE,bin3,cap,20000
KS,bin1,cost,65
KS,bin1,cap,1000
KS,bin2,cost,200
KS,bin2,cap,2000
KS,bin3,cost,2000
KS,bin3,cap,20000
OK,bin1,cost,65
OK,bin1,cap,1000
OK,bin2,cost,200
OK,bin2,cap,2000
OK,bin3,cost,2000
OK,bin3,cap,20000
MN_N,bin1,cost,65
MN_N,bin1,cap,1000
MN_N,bin2,cost,200
MN_N,bin2,cap,2000
MN_N,bin3,cost,2000
MN_N,bin3,cap,20000
MN_S,bin1,cost,65
MN_S,bin1,cap,1000
MN_S,bin2,cost,200
MN_S,bin2,cap,2000
MN_S,bin3,cost,2000
MN_S,bin3,cap,20000
WI_W,bin1,cost,65
WI_W,bin1,cap,1000
WI_W,bin2,cost,200
WI_W,bin2,cap,2000
WI_W,bin3,cost,2000
WI_W,bin3,cap,20000
WI_E,bin1,cost,65
WI_E,bin1,cap,1000
WI_E,bin2,cost,200
WI_E,bin2,cap,2000
WI_E,bin3,cost,2000
WI_E,bin3,cap,20000
IA,bin1,cost,65
IA,bin1,cap,1000
IA,bin2,cost,200
IA,bin2,cap,2000
IA,bin3,cost,2000
IA,bin3,cap,20000
MO_SPP,bin1,cost,65
MO_SPP,bin1,cap,1000
MO_SPP,bin2,cost,200
MO_SPP,bin2,cap,2000
MO_SPP,bin3,cost,2000
MO_SPP,bin3,cap,20000
MO_MISO,bin1,cost,65
MO_MISO,bin1,cap,1000
MO_MISO,bin2,cost,200
MO_MISO,bin2,cap,2000
MO_MISO,bin3,cost,2000
MO_MISO,bin3,cap,20000
MO_SE,bin1,cost,65
MO_SE,bin1,cap,1000
MO_SE,bin2,cost,200
MO_SE,bin2,cap,2000
MO_SE,bin3,cost,2000
MO_SE,bin3,cap,20000
AR_SPP,bin1,cost,65
AR_SPP,bin1,cap,1000
AR_SPP,bin2,cost,200
AR_SPP,bin2,cap,2000
AR_SPP,bin3,cost,2000
AR_SPP,bin3,cap,20000
AR_MISO,bin1,cost,65
AR_MISO,bin1,cap,1000
AR_MISO,bin2,cost,200
AR_MISO,bin2,cap,2000
AR_MISO,bin3,cost,2000
AR_MISO,bin3,cap,20000
LA,bin1,cost,65
LA,bin1,cap,1000
LA,bin2,cost,200
LA,bin2,cap,2000
LA,bin3,cost,2000
LA,bin3,cap,20000
MI_UP,bin1,cost,65
MI_UP,bin1,cap,1000
MI_UP,bin2,cost,200
MI_UP,bin2,cap,2000
MI_UP,bin3,cost,2000
MI_UP,bin3,cap,20000
MI_LP,bin1,cost,65
MI_LP,bin1,cap,1000
MI_LP,bin2,cost,200
MI_LP,bin2,cap,2000
MI_LP,bin3,cost,2000
MI_LP,bin3,cap,20000
MI_PJM,bin1,cost,65
MI_PJM,bin1,cap,1000
MI_PJM,bin2,cost,200
MI_PJM,bin2,cap,2000
MI_PJM,bin3,cost,2000
MI_PJM,bin3,cap,20000
IL_PJM,bin1,cost,65
IL_PJM,bin1,cap,1000
IL_PJM,bin2,cost,200
IL_PJM,bin2,cap,2000
IL_PJM,bin3,cost,2000
IL_PJM,bin3,cap,20000
IL_MISO,bin1,cost,65
IL_MISO,bin1,cap,1000
IL_MISO,bin2,cost,200
IL_MISO,bin2,cap,2000
IL_MISO,bin3,cost,2000
IL_MISO,bin3,cap,20000
IN_PJM,bin1,cost,65
IN_PJM,bin1,cap,1000
IN_PJM,bin2,cost,200
IN_PJM,bin2,cap,2000
IN_PJM,bin3,cost,2000
IN_PJM,bin3,cap,20000
IN_MISO,bin1,cost,65
IN_MISO,bin1,cap,1000
IN_MISO,bin2,cost,200
IN_MISO,bin2,cap,2000
IN_MISO,bin3,cost,2000
IN_MISO,bin3,cap,20000
KY_PJM,bin1,cost,65
KY_PJM,bin1,cap,1000
KY_PJM,bin2,cost,200
KY_PJM,bin2,cap,2000
KY_PJM,bin3,cost,2000
KY_PJM,bin3,cap,20000
KY_MISO,bin1,cost,65
KY_MISO,bin1,cap,1000
KY_MISO,bin2,cost,200
KY_MISO,bin2,cap,2000
KY_MISO,bin3,cost,2000
KY_MISO,bin3,cap,20000
MS_MISO,bin1,cost,65
MS_MISO,bin1,cap,1000
MS_MISO,bin2,cost,200
MS_MISO,bin2,cap,2000
MS_MISO,bin3,cost,2000
MS_MISO,bin3,cap,20000
MS_SE,bin1,cost,65
MS_SE,bin1,cap,1000
MS_SE,bin2,cost,200
MS_SE,bin2,cap,2000
MS_SE,bin3,cost,2000
MS_SE,bin3,cap,20000
TN,bin1,cost,65
TN,bin1,cap,1000
TN,bin2,cost,200
TN,bin2,cap,2000
TN,bin3,cost,2000
TN,bin3,cap,20000
AL,bin1,cost,65
AL,bin1,cap,1000
AL,bin2,cost,200
AL,bin2,cap,2000
AL,bin3,cost,2000
AL,bin3,cap,20000
GA_N,bin1,cost,65
GA_N,bin1,cap,1000
GA_N,bin2,cost,200
GA_N,bin2,cap,2000
GA_N,bin3,cost,2000
GA_N,bin3,cap,20000
GA_S,bin1,cost,65
GA_S,bin1,cap,1000
GA_S,bin2,cost,200
GA_S,bin2,cap,2000
GA_S,bin3,cost,2000
GA_S,bin3,cap,20000
SC,bin1,cost,65
SC,bin1,cap,1000
SC,bin2,cost,200
SC,bin2,cap,2000
SC,bin3,cost,2000
SC,bin3,cap,20000
NC_SE,bin1,cost,65
NC_SE,bin1,cap,1000
NC_SE,bin2,cost,200
NC_SE,bin2,cap,2000
NC_SE,bin3,cost,2000
NC_SE,bin3,cap,20000
NC_PJM,bin1,cost,65
NC_PJM,bin1,cap,1000
NC_PJM,bin2,cost,200
NC_PJM,bin2,cap,2000
NC_PJM,bin3,cost,2000
NC_PJM,bin3,cap,20000
FL_N,bin1,cost,65
FL_N,bin1,cap,1000
FL_N,bin2,cost,200
FL_N,bin2,cap,2000
FL_N,bin3,cost,2000
FL_N,bin3,cap,20000
FL_S,bin1,cost,65
FL_S,bin1,cap,1000
FL_S,bin2,cost,200
FL_S,bin2,cap,2000
FL_S,bin3,cost,2000
FL_S,bin3,cap,20000
FL_SE,bin1,cost,65
FL_SE,bin1,cap,1000
FL_SE,bin2,cost,200
FL_SE,bin2,cap,2000
FL_SE,bin3,cost,2000
FL_SE,bin3,cap,20000
OH_N,bin1,cost,65
OH_N,bin1,cap,1000
OH_N,bin2,cost,200
OH_N,bin2,cap,2000
OH_N,bin3,cost,2000
OH_N,bin3,cap,20000
OH_S,bin1,cost,65
OH_S,bin1,cap,1000
OH_S,bin2,cost,200
OH_S,bin2,cap,2000
OH_S,bin3,cost,2000
OH_S,bin3,cap,20000
WV,bin1,cost,65
WV,bin1,cap,1000
WV,bin2,cost,200
WV,bin2,cap,2000
WV,bin3,cost,2000
WV,bin3,cap,20000
VA_W,bin1,cost,65
VA_W,bin1,cap,1000
VA_W,bin2,cost,200
VA_W,bin2,cap,2000
VA_W,bin3,cost,2000
VA_W,bin3,cap,20000
VA_E,bin1,cost,65
VA_E,bin1,cap,1000
VA_E,bin2,cost,200
VA_E,bin2,cap,2000
VA_E,bin3,cost,2000
VA_E,bin3,cap,20000
PA_W,bin1,cost,65
PA_W,bin1,cap,1000
PA_W,bin2,cost,200
PA_W,bin2,cap,2000
PA_W,bin3,cost,2000
PA_W,bin3,cap,20000
PA_E,bin1,cost,65
PA_E,bin1,cap,1000
PA_E,bin2,cost,200
PA_E,bin2,cap,2000
PA_E,bin3,cost,2000
PA_E,bin3,cap,20000
MD,bin1,cost,65
MD,bin1,cap,1000
MD,bin2,cost,200
MD,bin2,cap,2000
MD,bin3,cost,2000
MD,bin3,cap,20000
DE,bin1,cost,65
DE,bin1,cap,1000
DE,bin2,cost,200
DE,bin2,cap,2000
DE,bin3,cost,2000
DE,bin3,cap,20000
NJ,bin1,cost,65
NJ,bin1,cap,1000
NJ,bin2,cost,200
NJ,bin2,cap,2000
NJ,bin3,cost,2000
NJ,bin3,cap,20000
NY_W,bin1,cost,65
NY_W,bin1,cap,1000
NY_W,bin2,cost,200
NY_W,bin2,cap,2000
NY_W,bin3,cost,2000
NY_W,bin3,cap,20000
NY_E,bin1,cost,65
NY_E,bin1,cap,1000
NY_E,bin2,cost,200
NY_E,bin2,cap,2000
NY_E,bin3,cost,2000
NY_E,bin3,cap,20000
NY_NYC,bin1,cost,65
NY_NYC,bin1,cap,1000
NY_NYC,bin2,cost,200
NY_NYC,bin2,cap,2000
NY_NYC,bin3,cost,2000
NY_NYC,bin3,cap,20000
NY_LI,bin1,cost,65
NY_LI,bin1,cap,1000
NY_LI,bin2,cost,200
NY_LI,bin2,cap,2000
NY_LI,bin3,cost,2000
NY_LI,bin3,cap,20000
VT,bin1,cost,65
VT,bin1,cap,1000
VT,bin2,cost,200
VT,bin2,cap,2000
VT,bin3,cost,2000
VT,bin3,cap,20000
NH,bin1,cost,65
NH,bin1,cap,1000
NH,bin2,cost,200
NH,bin2,cap,2000
NH,bin3,cost,2000
NH,bin3,cap,20000
MA,bin1,cost,65
MA,bin1,cap,1000
MA,bin2,cost,200
MA,bin2,cap,2000
MA,bin3,cost,2000
MA,bin3,cap,20000
CT,bin1,cost,65
CT,bin1,cap,1000
CT,bin2,cost,200
CT,bin2,cap,2000
CT,bin3,cost,2000
CT,bin3,cap,20000
RI,bin1,cost,65
RI,bin1,cap,1000
RI,bin2,cost,200
RI,bin2,cap,2000
RI,bin3,cost,2000
RI,bin3,cap,20000
ME,bin1,cost,65
ME,bin1,cap,1000
ME,bin2,cost,200
ME,bin2,cap,2000
ME,bin3,cost,2000
ME,bin3,cap,20000
