*r,rtscbin,sc_cat,value
IL_PJM,bin3,cost,2000
IL_PJM,bin3,cap,20000
IL_MISO,bin1,cost,65
IL_MISO,bin1,cap,1000
IL_MISO,bin2,cost,200
IL_MISO,bin2,cap,2000
IL_MISO,bin3,cost,2000
IL_MISO,bin3,cap,20000
AR_MISO,bin1,cost,65
AR_MISO,bin1,cap,1000
AR_MISO,bin2,cost,200
AR_MISO,bin2,cap,2000
AR_MISO,bin3,cost,2000
AR_MISO,bin3,cap,20000
MS_MISO,bin1,cost,65
MS_MISO,bin1,cap,1000
MS_MISO,bin2,cost,200
MS_MISO,bin2,cap,2000
MS_MISO,bin3,cost,2000
MS_MISO,bin3,cap,20000
MS_SERTP,bin1,cost,65
MS_SERTP,bin1,cap,1000
MS_SERTP,bin2,cost,200
MS_SERTP,bin2,cap,2000
MS_SERTP,bin3,cost,2000
MS_SERTP,bin3,cap,20000
AL,bin1,cost,65
AL,bin1,cap,1000
AL,bin2,cost,200
AL,bin2,cap,2000
AL,bin3,cost,2000
AL,bin3,cap,20000
FL_SERTP,bin1,cost,65
FL_SERTP,bin1,cap,1000
FL_SERTP,bin2,cost,200
FL_SERTP,bin2,cap,2000
FL_SERTP,bin3,cost,2000
FL_SERTP,bin3,cap,20000
TN,bin1,cost,65
TN,bin1,cap,1000
TN,bin2,cost,200
TN,bin2,cap,2000
TN,bin3,cost,2000
TN,bin3,cap,20000
KY_SERTP,bin1,cost,65
KY_SERTP,bin1,cap,1000
KY_SERTP,bin2,cost,200
KY_SERTP,bin2,cap,2000
KY_SERTP,bin3,cost,2000
KY_SERTP,bin3,cap,20000
GA,bin1,cost,65
GA,bin1,cap,1000
GA,bin2,cost,200
GA,bin2,cap,2000
GA,bin3,cost,2000
GA,bin3,cap,20000
SC,bin1,cost,65
SC,bin1,cap,1000
SC,bin2,cost,200
SC,bin2,cap,2000
SC,bin3,cost,2000
SC,bin3,cap,20000
NC,bin1,cost,65
NC,bin1,cap,1000
NC,bin2,cost,200
NC,bin2,cap,2000
NC,bin3,cost,2000
NC,bin3,cap,20000
VA,bin1,cost,65
VA,bin1,cap,1000
VA,bin2,cost,200
VA,bin2,cap,2000
VA,bin3,cost,2000
VA,bin3,cap,20000
FL_FRCC,bin1,cost,65
FL_FRCC,bin1,cap,1000
FL_FRCC,bin2,cost,200
FL_FRCC,bin2,cap,2000
FL_FRCC,bin3,cost,2000
FL_FRCC,bin3,cap,20000
MI_PJM,bin1,cost,65
MI_PJM,bin1,cap,1000
MI_PJM,bin2,cost,200
MI_PJM,bin2,cap,2000
MI_PJM,bin3,cost,2000
MI_PJM,bin3,cap,20000
IN,bin1,cost,65
IN,bin1,cap,1000
IN,bin2,cost,200
IN,bin2,cap,2000
IN,bin3,cost,2000
IN,bin3,cap,20000
KY_MISO,bin1,cost,65
KY_MISO,bin1,cap,1000
KY_MISO,bin2,cost,200
KY_MISO,bin2,cap,2000
KY_MISO,bin3,cost,2000
KY_MISO,bin3,cap,20000
KY_PJM,bin1,cost,65
KY_PJM,bin1,cap,1000
KY_PJM,bin2,cost,200
KY_PJM,bin2,cap,2000
KY_PJM,bin3,cost,2000
KY_PJM,bin3,cap,20000
OH,bin1,cost,65
OH,bin1,cap,1000
OH,bin2,cost,200
OH,bin2,cap,2000
OH,bin3,cost,2000
OH,bin3,cap,20000
PA,bin1,cost,65
PA,bin1,cap,1000
PA,bin2,cost,200
PA,bin2,cap,2000
PA,bin3,cost,2000
PA,bin3,cap,20000
WV,bin1,cost,65
WV,bin1,cap,1000
WV,bin2,cost,200
WV,bin2,cap,2000
WV,bin3,cost,2000
WV,bin3,cap,20000
MD,bin1,cost,65
MD,bin1,cap,1000
MD,bin2,cost,200
MD,bin2,cap,2000
MD,bin3,cost,2000
MD,bin3,cap,20000
DE,bin1,cost,65
DE,bin1,cap,1000
DE,bin2,cost,200
DE,bin2,cap,2000
DE,bin3,cost,2000
DE,bin3,cap,20000
NJ,bin1,cost,65
NJ,bin1,cap,1000
NJ,bin2,cost,200
NJ,bin2,cap,2000
NJ,bin3,cost,2000
NJ,bin3,cap,20000
NY_UP,bin1,cost,65
NY_UP,bin1,cap,1000
NY_UP,bin2,cost,200
NY_UP,bin2,cap,2000
NY_UP,bin3,cost,2000
NY_UP,bin3,cap,20000
NY_NYCLI,bin1,cost,65
NY_NYCLI,bin1,cap,1000
NY_NYCLI,bin2,cost,200
NY_NYCLI,bin2,cap,2000
NY_NYCLI,bin3,cost,2000
NY_NYCLI,bin3,cap,20000
VT,bin1,cost,65
VT,bin1,cap,1000
VT,bin2,cost,200
VT,bin2,cap,2000
VT,bin3,cost,2000
VT,bin3,cap,20000
NH,bin1,cost,65
NH,bin1,cap,1000
NH,bin2,cost,200
NH,bin2,cap,2000
NH,bin3,cost,2000
NH,bin3,cap,20000
MA,bin1,cost,65
MA,bin1,cap,1000
MA,bin2,cost,200
MA,bin2,cap,2000
MA,bin3,cost,2000
MA,bin3,cap,20000
CT,bin1,cost,65
CT,bin1,cap,1000
CT,bin2,cost,200
CT,bin2,cap,2000
CT,bin3,cost,2000
CT,bin3,cap,20000
RI,bin1,cost,65
RI,bin1,cap,1000
RI,bin2,cost,200
RI,bin2,cap,2000
RI,bin3,cost,2000
RI,bin3,cap,20000
ME,bin1,cost,65
ME,bin1,cap,1000
ME,bin2,cost,200
ME,bin2,cap,2000
ME,bin3,cost,2000
ME,bin3,cap,20000
