*r,rtscbin,sc_cat,value
KY,bin1,cost,65
KY,bin1,cap,1000
KY,bin2,cost,200
KY,bin2,cap,2000
KY,bin3,cost,2000
KY,bin3,cap,20000
LA,bin1,cost,65
LA,bin1,cap,1000
LA,bin2,cost,200
LA,bin2,cap,2000
LA,bin3,cost,2000
LA,bin3,cap,20000
MA,bin1,cost,65
MA,bin1,cap,1000
MA,bin2,cost,200
MA,bin2,cap,2000
MA,bin3,cost,2000
MA,bin3,cap,20000
MD,bin1,cost,65
MD,bin1,cap,1000
MD,bin2,cost,200
MD,bin2,cap,2000
MD,bin3,cost,2000
MD,bin3,cap,20000
ME,bin1,cost,65
ME,bin1,cap,1000
ME,bin2,cost,200
ME,bin2,cap,2000
ME,bin3,cost,2000
ME,bin3,cap,20000
MI,bin1,cost,65
MI,bin1,cap,1000
MI,bin2,cost,200
MI,bin2,cap,2000
MI,bin3,cost,2000
MI,bin3,cap,20000
MN,bin1,cost,65
MN,bin1,cap,1000
MN,bin2,cost,200
MN,bin2,cap,2000
MN,bin3,cost,2000
MN,bin3,cap,20000
MO,bin1,cost,65
MO,bin1,cap,1000
MO,bin2,cost,200
MO,bin2,cap,2000
MO,bin3,cost,2000
MO,bin3,cap,20000
MS,bin1,cost,65
MS,bin1,cap,1000
MS,bin2,cost,200
MS,bin2,cap,2000
MS,bin3,cost,2000
MS,bin3,cap,20000
MT,bin1,cost,65
MT,bin1,cap,1000
MT,bin2,cost,200
MT,bin2,cap,2000
MT,bin3,cost,2000
MT,bin3,cap,20000
NC,bin1,cost,65
NC,bin1,cap,1000
NC,bin2,cost,200
NC,bin2,cap,2000
NC,bin3,cost,2000
NC,bin3,cap,20000
ND,bin1,cost,65
ND,bin1,cap,1000
ND,bin2,cost,200
ND,bin2,cap,2000
ND,bin3,cost,2000
ND,bin3,cap,20000
NE,bin1,cost,65
NE,bin1,cap,1000
NE,bin2,cost,200
NE,bin2,cap,2000
NE,bin3,cost,2000
NE,bin3,cap,20000
NH,bin1,cost,65
NH,bin1,cap,1000
NH,bin2,cost,200
NH,bin2,cap,2000
NH,bin3,cost,2000
NH,bin3,cap,20000
NJ,bin1,cost,65
NJ,bin1,cap,1000
NJ,bin2,cost,200
NJ,bin2,cap,2000
NJ,bin3,cost,2000
NJ,bin3,cap,20000
NM,bin1,cost,65
NM,bin1,cap,1000
NM,bin2,cost,200
NM,bin2,cap,2000
NM,bin3,cost,2000
NM,bin3,cap,20000
NV,bin1,cost,65
NV,bin1,cap,1000
NV,bin2,cost,200
NV,bin2,cap,2000
NV,bin3,cost,2000
NV,bin3,cap,20000
NY_NYCLI,bin1,cost,65
NY_NYCLI,bin1,cap,1000
NY_NYCLI,bin2,cost,200
NY_NYCLI,bin2,cap,2000
NY_NYCLI,bin3,cost,2000
NY_NYCLI,bin3,cap,20000
NY_UP,bin1,cost,65
NY_UP,bin1,cap,1000
NY_UP,bin2,cost,200
NY_UP,bin2,cap,2000
NY_UP,bin3,cost,2000
NY_UP,bin3,cap,20000
OH,bin1,cost,65
OH,bin1,cap,1000
OH,bin2,cost,200
OH,bin2,cap,2000
OH,bin3,cost,2000
OH,bin3,cap,20000
OK,bin1,cost,65
OK,bin1,cap,1000
OK,bin2,cost,200
OK,bin2,cap,2000
OK,bin3,cost,2000
OK,bin3,cap,20000
OR,bin1,cost,65
OR,bin1,cap,1000
OR,bin2,cost,200
OR,bin2,cap,2000
OR,bin3,cost,2000
OR,bin3,cap,20000
PA,bin1,cost,65
PA,bin1,cap,1000
PA,bin2,cost,200
PA,bin2,cap,2000
PA,bin3,cost,2000
PA,bin3,cap,20000
RI,bin1,cost,65
RI,bin1,cap,1000
RI,bin2,cost,200
RI,bin2,cap,2000
RI,bin3,cost,2000
RI,bin3,cap,20000
SC,bin1,cost,65
SC,bin1,cap,1000
SC,bin2,cost,200
SC,bin2,cap,2000
SC,bin3,cost,2000
SC,bin3,cap,20000
SD,bin1,cost,65
SD,bin1,cap,1000
SD,bin2,cost,200
SD,bin2,cap,2000
SD,bin3,cost,2000
SD,bin3,cap,20000
TN,bin1,cost,65
TN,bin1,cap,1000
TN,bin2,cost,200
TN,bin2,cap,2000
TN,bin3,cost,2000
TN,bin3,cap,20000
TX_ERCOT_E,bin1,cost,65
TX_ERCOT_E,bin1,cap,1000
TX_ERCOT_E,bin2,cost,200
TX_ERCOT_E,bin2,cap,2000
TX_ERCOT_E,bin3,cost,2000
TX_ERCOT_E,bin3,cap,20000
TX_ERCOT_W,bin1,cost,65
TX_ERCOT_W,bin1,cap,1000
TX_ERCOT_W,bin2,cost,200
TX_ERCOT_W,bin2,cap,2000
TX_ERCOT_W,bin3,cost,2000
TX_ERCOT_W,bin3,cap,20000
TX_MISO,bin1,cost,65
TX_MISO,bin1,cap,1000
TX_MISO,bin2,cost,200
TX_MISO,bin2,cap,2000
TX_MISO,bin3,cost,2000
TX_MISO,bin3,cap,20000
TX_SPP,bin1,cost,65
TX_SPP,bin1,cap,1000
TX_SPP,bin2,cost,200
TX_SPP,bin2,cap,2000
TX_SPP,bin3,cost,2000
TX_SPP,bin3,cap,20000
UT,bin1,cost,65
UT,bin1,cap,1000
UT,bin2,cost,200
UT,bin2,cap,2000
UT,bin3,cost,2000
UT,bin3,cap,20000
VA,bin1,cost,65
VA,bin1,cap,1000
VA,bin2,cost,200
VA,bin2,cap,2000
VA,bin3,cost,2000
VA,bin3,cap,20000
VT,bin1,cost,65
VT,bin1,cap,1000
VT,bin2,cost,200
VT,bin2,cap,2000
VT,bin3,cost,2000
VT,bin3,cap,20000
WA,bin1,cost,65
WA,bin1,cap,1000
WA,bin2,cost,200
WA,bin2,cap,2000
WA,bin3,cost,2000
WA,bin3,cap,20000
WI,bin1,cost,65
WI,bin1,cap,1000
WI,bin2,cost,200
WI,bin2,cap,2000
WI,bin3,cost,2000
WI,bin3,cap,20000
WV,bin1,cost,65
WV,bin1,cap,1000
WV,bin2,cost,200
WV,bin2,cap,2000
WV,bin3,cost,2000
WV,bin3,cap,20000
WY,bin1,cost,65
WY,bin1,cap,1000
WY,bin2,cost,200
WY,bin2,cap,2000
WY,bin3,cost,2000
WY,bin3,cap,20000
